PHONE_ID;ADDRESS;STATUS;LASTCALL;LOT_NUMB;COMPETITION_NUMB;NAME_SERVICEMAN
1069;676990 Амурская обл Константиновский р-н с Зеньковка e139a959-fd74-40f8-91f2-a3ab39681610 ул Советская 19;Трубка не уложена при плановом отзвоне;2018-05-29 03:45:52;1;289;Константиновский Район
1070;676991 Амурская обл Константиновский р-н с Золотоножка 2d2085ae-cdfa-4af8-a6c8-ba118f3d1912 ул Школьная 7;Таксофон отзвонился;2018-05-29 03:50:54;1;289;Константиновский Район
1071;676983 Амурская Область Константиновский М Р  С П Ключевской Сельсовет с Ключи FE5246D5-1271-47E9-BC6C-42C404C75264  ул Школьная 24;Разряд батарейки;2018-05-29 03:57:06;1;289;Константиновский Район
1072;676989 Амурская обл Константиновский р-н с Коврижка dd1d0660-4e70-4d1f-8375-7d6febc3a417 ул  Ленина 29;Трубка не уложена при плановом отзвоне;2018-05-29 04:03:01;1;289;Константиновский Район
1073;676980 Амурская обл Константиновский р-н с Константиновка 985e2821-23f3-457c-af10-6c3471661681 ул Советская 100;в ремонте;2017-12-19 16:54:38;1;289;Константиновский Район
1074;676982 Амурская обл Константиновский р-н с Крестовоздвиженка 875f8a89-ee23-4f19-a616-487c2e6e3a96 пер Школьный 5;Таксофон отзвонился;2018-05-29 04:10:51;1;289;Константиновский Район
1075;676986 Амурская обл Константиновский р-н с Нижняя  Полтавка 6e493317-aaef-46dc-baf2-81cafbadc607 ул Ленина 14;Трубка не уложена при плановом отзвоне;2018-05-29 04:16:22;1;289;Константиновский Район
1076;676988 Амурская Область Константиновский М Р  С П Новопетровский Сельсовет с Новопетровка 8bd7666e-95df-4fa3-aa89-86a33731c893  ул Стрельцова 58;в ремонте;2017-12-19 16:43:05;1;289;Константиновский Район
1077;676984 Амурская Область Константиновский МР С П Новотроицкий Сельсовет с Новотроицкое 94332b32-da4b-4d87-b95d-648d330a09a1  ул Советская 55;Таксофон отзвонился;2018-05-29 04:25:56;1;289;Константиновский Район
1078;676987 Амурская Область Константиновский М Р С П Орловский Сельсовет с Орловка  A011D79D-DAD8-4E2A-99F9-34567C58AD17  ул Амурская 13;Таксофон отзвонился;2018-05-29 04:30:50;1;289;Константиновский Район
1079;Амурская обл Константиновский р-н с Средняя  Полтавка 895724cd-c6a5-446d-b4df-6ead0030a2af ул Молодежная 10;Таксофон отзвонился;2018-05-29 04:35:52;1;289;Константиновский Район
1080;676989 Амурская обл Константиновский р-н с Октябрьское 9f29bf41-62d0-4bbb-b03e-4a45646cfc92 ул Центральная 4;Таксофон отзвонился;2018-05-22 11:14:08;1;289;Константиновский Район
1081;676999 Амурская обл Константиновский р-н с Семидомка 1bb10819-054c-49ab-9225-c6d9cf32de9b ул  Ленина 33;Таксофон отзвонился;2018-05-24 14:01:22;1;289;Константиновский Район
1139;Амурская обл Серышевский р-н п Серышево 44cb697f-f56c-42ca-93d4-1e791801d78b ул Комсомольская 10;Таксофон отзвонился;2018-05-21 09:03:37;2;289;Серышевский Район
1140;676355 Амурская Область Серышевский М Р С П Казанский Сельсовет с Липовка 8619aa5c-8c59-45a7-8fdc-549eef40b522  ул Серышевская 19;Таксофон отзвонился;2018-05-29 01:40:47;2;289;Серышевский Район
1141;Амурская обл Серышевский р-н с Лебяжье 16d52a06-06ea-4558-8e54-5a8a0df34d17 ул Иванова 25;Таксофон отзвонился;2018-05-29 01:46:33;2;289;Серышевский Район
1142;676383 Амурская обл Серышевский мр с Новосергеевка 40130f23-cdd1-4331-b822-707f11e02be9  ул Октябрьская 94;Таксофон отзвонился;2018-05-29 01:51:10;2;289;Серышевский Район
1143;Амурская обл Серышевский р-н с Паруновка c1ef9f59-ad2b-47f2-a892-6295030c389b ул Советская 15;Таксофон отзвонился;2018-05-29 02:04:26;2;289;Серышевский Район
1144;Амурская обл Серышевский р-н с Озерное 3eae460a-82b2-44f9-ba12-838b63b5f3eb ул Центральная 1;Таксофон отзвонился;2018-05-29 02:05:00;2;289;Серышевский Район
1145;Амурская обл Серышевский р-н с Поляна e492489f-55a6-4001-a086-b0055eed9970 ул  Школьная 11а;Таксофон отзвонился;2018-05-29 02:05:53;2;289;Серышевский Район
1146;676355, Амурская область, м.р. Серышевский, с. Ударное, 41fb85f8-e140-44ab-9796-62c2cede437e, ул. Центральная, д.5а;в ремонте;2017-12-20 11:09:39;2;289;Серышевский Район
1147;Амурская обл Серышевский р-н с Томское E2E612B3-F9CC-43B9-982D-9B36680EF11E  ул Украинская 3;Таксофон отзвонился;2018-05-26 18:11:16;2;289;Серышевский Район
1148;Амурская обл Серышевский р-н с Белогорка c3cbd4c3-3c94-44de-b527-86e6f4051d31 ул Центральная 39;Таксофон отзвонился;2018-05-29 02:16:11;2;289;Серышевский Район
1149;676380 Амурская Область Серышевский М Р С П Томский Сельсовет с Бочкаревка 1cf0c716-4ed4-4446-a31f-e5b87ac0eb28  ул Набережная 62;в ремонте;2017-11-14 13:11:54;2;289;Серышевский Район
1150;Амурская обл Серышевский р-н с Широкий Лог bc413d3a-ec2e-4e0f-946a-32bb4edf9f19 Комсомольская 11;Таксофон отзвонился;2018-05-29 02:26:11;2;289;Серышевский Район
1151;Амурская обл Серышевский р-н с Хитровка 99bdd690-2e9c-4577-84da-b7a7c7b7a56e ул Центральная 15;в ремонте;2017-11-14 13:12:38;2;289;Серышевский Район
1152;676366 Амурская Область Серышевский М Р С П Украинский Сельсовет с Украинка 8d39877f-0b61-4681-b6bd-dda1511fbbad  ул Советская 43;Таксофон отзвонился;2018-05-29 02:35:48;2;289;Серышевский Район
1153;Амурская обл Серышевский р-н с Сосновка 27F2745F-A24E-45EF-A22B-813BE9FD6255  ул Центральная 19 ;Таксофон отзвонился;2018-05-29 02:45:00;2;289;Серышевский Район
1154;Амурская обл Серышевский р-н с Державинка eafb8144-66b8-405f-9d08-aa8336d6015f ул Центральная 25 ;Разряд батарейки;2018-05-29 02:48:07;2;289;Серышевский Район
1155;Амурская обл Серышевский р-н с Водораздельное dd4e0551-2197-4e98-b213-35dceab4be70 ул Луговая 7;Таксофон отзвонился;2018-05-29 02:51:17;2;289;Серышевский Район
1156;676377 Амурская Область Серышевский М Р С П Лермонтовский Сельсовет с Лиманное 0d23a261-cc31-4962-8e12-d9372d08a640  ул Центральная 24;Таксофон отзвонился;2018-05-29 02:55:56;2;289;Серышевский Район
1157;Амурская обл Серышевский р-н с Лермонтово ccccec8f-6d90-45ce-b18f-e9b09b7db017 ул Ленина 8;Таксофон отзвонился;2018-05-29 03:00:46;2;289;Серышевский Район
1158;676355 Амурская Область Серышевский М Р С П Аргинский Сельсовет с Введеново 75BD691D-1240-485A-A469-D67A11FD2A9B ул Центральная зерновой двор;Таксофон отзвонился;2018-05-29 03:05:50;2;289;Серышевский Район
1159;Амурская обл Серышевский р-н с Арга c30692db-2188-40df-b94f-14f48bc11370 ул Серышевская 33;Таксофон отзвонился;2018-05-29 03:23:30;2;289;Серышевский Район
1160;676362 Амурская Область Серышевский МР С П Большесазанский Сельсовет Б Сазанка dec81215-547c-4e5a-bdb1-f22dc9bd1af9  ул Серышевская 10 ДК;Разряд батарейки;2018-05-29 03:17:05;2;289;Серышевский Район
1161;Амурская обл Серышевский р-н с Белоусовка ee63ae0a-4cf6-47a0-a141-2bf6a1eaf6bb ул Новая 7 магазин;Таксофон отзвонился;2018-05-27 19:21:01;2;289;Серышевский Район
1162;Амурская обл Серышевский р-н с Казанка 7d077f5b-576d-47bd-af5a-0dbdfa1fb1e6 ул Кирова 16 зд администрации;Таксофон отзвонился;2018-05-29 03:26:12;2;289;Серышевский Район
1163; Амурская Область Серышевский М Р С П Томский Сельсовет с Тавричанка 2C36ABDF-9776-4016-A021-DE281E6E6B2D  ул. Центральная 57;Таксофон отзвонился;2018-05-29 03:31:37;2;289;Серышевский Район
1164;Амурская обл Серышевский р-н с Воронжа f5ed692e-0e2b-4f23-bce4-a3fab309b3f5 ул Центральная 15;Разряд батарейки;2018-05-29 03:37:06;2;289;Серышевский Район
1165;Амурская обл Серышевский р-н с Автономовка 889f6b9f-827e-46fc-86a9-ad7473fad2f9 пер Школьный 2;Таксофон отзвонился;2018-05-29 03:41:01;2;289;Серышевский Район
1166;Амурская обл Серышевский р-н с Пушкино 14e90c50-bee3-4253-990d-ab075e6c8668 ул Лесная 4;в ремонте;2017-11-14 13:20:29;2;289;Серышевский Район
1167;Амурская обл Серышевский р-н с Ключики 7d40b675-a739-4f73-9857-f80204b5e50e ул Центральная 28 2 ;в ремонте;2017-11-14 13:21:22;2;289;Серышевский Район
1168;Амурская обл Серышевский р-н с Рождественка 971db088-63fe-410b-86de-2ba543242ade ул Интернациональная 3 ;Таксофон отзвонился;2018-05-29 04:04:29;2;289;Серышевский Район
1169;Амурская обл Серышевский р-н с Фроловка 4f648156-4773-42ca-9353-7b2fc36a273f ул Октябрьская 33;Разряд батарейки;2018-05-29 04:01:17;2;289;Серышевский Район
1170;Амурская обл Серышевский р-н с Веселое 8b34efee-71ec-4d09-803b-715fa1addf91 ул Центральная зерновой двор;Таксофон отзвонился;2018-05-29 04:08:11;2;289;Серышевский Район
1171;Амурская обл Серышевский р-н с Добрянка b0263f15-015a-4554-95c2-b8f77293551d ул Центральная ФАП;Таксофон отзвонился;2018-05-29 04:11:00;2;289;Серышевский Район
1172;Амурская обл Серышевский р-н с Белоногово e6c441ec-4239-44ce-9a85-95c9653aef42 ул Колхозная 7 ДК;Разряд батарейки;2018-05-29 04:46:19;2;289;Серышевский Район
1173; Амурская Область, Серышевский М Р пгт Серышево 917fdfd2-ced7-45d4-9640-465a7a1a2d2b  ул Комсомольская 10;Таксофон отзвонился;2018-05-17 08:51:06;2;289;Серышевский Район
1174;Амурская обл Серышевский р-н с Мелехино c64ed4bb-18cd-4400-9638-34a8d25c28a6 ул Южная 14;Таксофон отзвонился;2018-05-29 04:21:12;2;289;Серышевский Район
1175;676627 Амурская обл Серышевский р-н с Калиновка 60d202f5-f329-4141-bab0-f085f1cf6c84 Кирова 5;Таксофон отзвонился;2018-05-29 04:28:04;2;289;Серышевский Район
1176;Амурская обл Серышевский р-н с Сретенка dfc4580b-d9b1-4e2a-a627-1e8168466cd7 ул Сосновая 15;Таксофон отзвонился;2018-05-29 04:31:10;2;289;Серышевский Район
1177;Амурская обл Серышевский р-н с Бирма bcb8f48d-039b-4949-a1dc-0f7155342ede ул Центральная 16 2;Таксофон отзвонился;2018-05-28 20:38:57;2;289;Серышевский Район
1178;676355 Амурская Область Серышевский МРа С П Лермонтовский Сельсовет с БЛ Сахалин 3faefc5f-435c-4b67-9a8e-5646e56d0710  ул Центральная 12 магазин;Таксофон отзвонился;2018-05-29 04:40:56;2;289;Серышевский Район
1179; Амурская Область Серышевский М Р  с Водораздельное dd4e0551-2197-4e98-b213-35dceab4be70 ;Таксофон отзвонился;2018-05-29 04:46:01;2;289;Серышевский Район
1180;676756 Амурская обл Архаринский р-н  с Красный луч a6d8a7da-ac41-4ec9-b3ae-7bfc5fbd9a6d  ул Солнечная 39;Таксофон отзвонился;2018-01-10 11:55:50;1;289;Архаринский Район
1181;676748 Амурская обл Архаринский р-н  с Журавлевка 523d5147-d630-4b34-92e0-82ee86cc9315 ул Центральная 26;Таксофон отзвонился;2018-01-10 11:07:13;1;289;Архаринский Район
1183;676748 Амурская обл Архаринский р-н  с Сагибово d1b002d5-2b21-4abd-8b48-195f16fdf479 ул  Амурская 36 ;Таксофон отзвонился;2018-01-10 12:19:39;1;289;Архаринский Район
1184;676765 Амурская обл Архаринский р-н  с Кундур 9d013463-884c-49ac-a667-50e5b3a37f87 ул Центральная 5;Таксофон отзвонился;2018-05-26 04:50:55;1;289;Архаринский Район
1185;676770 Амурская обл Архаринский р-н  с Казачий 2f940220-2263-4117-b589-b90d05c8a984 улиц нет;Таксофон отзвонился;2018-01-10 11:25:03;1;289;Архаринский Район
1189;676747 Амурская Область Архаринский Муниципальный Район Сельское Поселение Ленинский Сельсовет с Михайловка be26b549-8a4f-44d9-9358-77504844f989  ул Озерная 7;Таксофон отзвонился;2018-01-10 10:59:04;1;289;Архаринский Район
1191;676743 Амурская Область Архаринский Муниципальный Район Сельское Поселение Новосергеевский Сельсовет с Новосергеевка 35A0E20A-73E0-40EA-862D-42BF290F2344 ул Центральная здание администрации;Таксофон отзвонился;2018-01-10 10:46:23;1;289;Архаринский Район
1192;676743 Амурская обл Архаринский р-н  жд ст Богучан 5c2d0528-7413-45c0-a2de-395fab266b54 эдание жд  станции ;Таксофон отзвонился;2018-01-10 12:18:09;1;289;Архаринский Район
1194;676754 Амурская обл Архаринский р-н  с Казановка 72ae40a4-8233-4bc3-b237-41207a5ce45a дом Левиной В М ;Таксофон отзвонился;2018-01-10 11:41:50;1;289;Архаринский Район
1195;676754 Амурская обл Архаринский р-н с Свободное 65030ad9-aeb9-4e96-920b-b6a01583fe8e дом Сулимовой А М ;Таксофон отзвонился;2018-01-10 12:27:54;1;289;Архаринский Район
1196;Амурская Область Архаринский Муниципальный Район Сельское Поселение Отважненский Сельсовет с Заречное D8FFA250-4C42-4889-AD15-295CD6120C23 дом Крышининникова А В;Таксофон отзвонился;2018-01-10 09:52:58;1;289;Архаринский Район
1197;676746 Амурская Область Архаринский Муниципальный Район Сельское Поселение Отважненский Сельсовет с Каменный Карьер e5fe59d2-6c95-46c9-a071-57f42008cddd  ул Центральная 16 здание клуба;Таксофон отзвонился;2018-05-27 11:52:11;1;289;Архаринский Район
1198;676740 Амурская обл Архаринский р-н жд ст Татакан 5731abcf-870c-4e89-9332-cfa6226a71be  ул. Линейная бн здание жд станции;Таксофон отзвонился;2018-01-10 09:57:32;1;289;Архаринский Район
1199;676757 Амурская обл Архаринский р-н с Скобельцено 375040a1-094d-4a2c-8b6c-942ad74eb015  Центральная 16 1;Таксофон отзвонился;2018-01-10 09:22:02;1;289;Архаринский Район
1200;676757 Амурская Область Архаринский Муниципальный Район Сельское Поселение Северный Сельсовет с Украинка 42019e47-a121-4ee7-8541-5466e66e7a30  ул Озерная 8;Таксофон отзвонился;2018-01-10 10:22:23;1;289;Архаринский Район
1203;676740 Амурская Область Архаринский Муниципальный Район Сельское Поселение Новоспасский Сельсовет с Домикан 7c473693-5282-4bab-b4ec-978603688314  ул Центральная эдание магазина;Таксофон отзвонился;2018-03-15 20:13:14;1;289;Архаринский Район
1204;676740 Амурская обл Архаринский р-н  пгт Архара (р.ц.) 352424F4-1739-48FD-8A2C-E463BC4AED08 ул. Больничная 1;Таксофон отзвонился;2018-05-29 01:05:58;1;289;Архаринский Район
1205;676740 Амурская обл Архаринский р-н с Новодомикан 8d034035-9a76-46c3-90b7-71c765fd1e43 дом Жучкиной Е С ;Таксофон отзвонился;2018-05-29 04:16:00;1;289;Архаринский Район
1207;676740 Амурская Область Архаринский Муниципальный Район Сельское Поселение Черниговский Сельсовет с Каменка 36A50AB9-F318-4CF4-977E-1462C8E34FB7 дом Усик В Н ;Таксофон отзвонился;2018-01-10 12:00:24;1;289;Архаринский Район
1212;676680 Амурская Область Михайловский М Р С П Воскресеновский Сельсовет ст жд Воскресеновка  da4ac188-25a5-43b0-b47a-11f92929a59a ул Советская 7;Трубка не уложена при плановом отзвоне;2018-05-29 04:21:15;1;289;Михайловский Район
1213;Амурская Область Михайловский М Рс Кавказ b49a73d1-758a-46ef-bfbe-ef266a1c018f ул Дорожная 24а;Разряд батарейки;2018-05-29 04:26:19;1;289;Михайловский Район
1214;Амурская Область Михайловский М Рс Шумиловка dd379082-651d-433b-8d0f-e6ca0dbec2fb ул Новая  4 ;Разряд батарейки;2018-05-29 04:37:18;1;289;Михайловский Район
1215;676680 Амурская Область Михайловский М Р Сельское Поселение Дубовской Сельсовет с Привольное 90ebfab6-d830-4162-81d6-4c1b51af3be5  ул Тамбовская 1;Разряд батарейки;2018-05-29 02:43:48;1;289;Михайловский Район
1216;Амурская Область Михайловский М Рс Поярково 2CD7BA60-953F-4669-94DF-EAF559E21712  ул Советская 8;Таксофон отзвонился;2018-05-26 12:55:58;1;289;Михайловский Район
1217;676680 Амурская Область Михайловский М Р С П Зеленоборский Сельсовет с Кр Яр  f3ec44eb-9768-49d6-87ef-e8e02aa24ae5 ул Партизанская 30;в ремонте;2017-12-15 09:45:00;1;289;Михайловский Район
1218;Амурская обл Михайловский м р с Черемисино 51e52a70-6588-4cf4-baec-7a5781c70aa6  ул Центральная 6;в ремонте;2017-11-14 11:58:54;1;289;Михайловский Район
1219;Амурская Область Михайловский М Рс  Ярославка 0234f94b-82f4-4389-a25d-a81090910ae3 ул Центральная 6;Разряд батарейки;2018-05-29 04:47:03;1;289;Михайловский Район
1220;Амурская Область Михайловский М Р С П Коршуновский Сельсовет с Кр Восток 1c707bd6-7044-4274-8095-6d331d2e5027  ул Центральная 9;в ремонте;2017-11-14 12:01:28;1;289;Михайловский Район
1221;676680 Амурская обл Михайловский р-н с.Нижняя Завитинка 7742f4d1-629e-480b-9a24-aea70b19c3e8 Центральная  11;Разряд батарейки;2018-05-29 04:55:52;1;289;Михайловский Район
1222;676680 Амурская Область Михайловский МР С П Михайловский Сельсовет с Новогеоргиевка cbbb135c-9acc-491b-a5dd-b4728c5dafe2  ул Береговая 18;Таксофон отзвонился;2018-05-18 10:53:50;1;289;Михайловский Район
1223;676685 Амурская обл Михайловский р-н с Высокое 1eef0bf3-678c-4fbe-a40b-dd790bb2c12c Ветеранов   4 ;Разряд батарейки;2018-05-27 02:53:42;1;289;Михайловский Район
1224;Амурская обл Михайловский м р с Поярково 2cd7ba60-953f-4669-94df-eaf559e21712 ул Ленина 35;Разряд батарейки;2018-05-29 05:00:53;1;289;Михайловский Район
1225;676680 Амурская Область Михайловский МР С П Чесноковский Сельсовет с Кр Орловка  47042c73-6315-42cf-8c2e-a4b7509c1150 ул Центральная 16;Таксофон отзвонился;2018-05-12 13:01:21;1;289;Михайловский Район
1226;Амурская Область Михайловский М Рс Шадрино 51682e39-9be0-476d-99a0-a4094484c4a2 ул Зеленая  1;Разряд батарейки;2018-05-29 05:07:39;1;289;Михайловский Район
1227;676700 Амурская обл Бурейский р-н с Муравка 8d307ed5-abdd-41b6-b8b1-0aebf4d7417f ул Школьная 1;Разряд батарейки;2018-05-27 05:12:14;1;289;Бурейский Район
1228;676700 Амурская обл Бурейский р-н с Кивдо-Тюкан fa0cfc83-daaa-4ca0-8db3-a7b3e3b8ca6a ул центральная бн;в ремонте;2017-11-14 11:17:45;1;289;Бурейский Район
1229;п Бурея 074cc18a-2db4-49b4-9850-55988e4e9849  ул Кировская 75 р-он жд вокзала;Разряд батарейки;2018-05-29 03:00:50;1;289;Бурейский Район
1230;676712 Амурская обл Бурейский р-н с Асташиха cb6cb467-df48-4fdf-b69c-a8cf30849048 ул Центральная бн;Таксофон отзвонился;2018-05-29 05:22:18;1;289;Райчихинск
1231;676717 Амурская обл Бурейский р-н Усть-Кивда ee149e9b-b6ac-42a4-96a4-3c954e66b93e ул Центральная бн;Таксофон отзвонился;2018-03-18 05:27:13;1;289;Бурейский Район
1233;676735 Амурская Область Бурейский М Р  С П Родионовский Сельсовет с Семеновка 4099fd39-a41c-48c4-b28f-84d2a53600e2  ул Новая 5;Таксофон отзвонился;2018-01-11 18:06:05;1;289;Бурейский Район
1234;676735 Амурская обл Бурейский р-н с Трехречье cfedf9bb-1008-428a-ac83-ba5430b761ae улиц нет;Таксофон отзвонился;2018-05-28 16:15:21;1;289;Бурейский Район
1235;676715 Амурская обл Бурейский р-н с Безымянное 1924a9f8-309c-4963-bb12-fc86575293f3  школа улиц нет;Таксофон отзвонился;2018-05-29 05:30:55;1;289;Райчихинск
1236;676716 Амурская обл Бурейский р-н с Правая  Райчиха 00049647-2ab0-44b0-8ac0-4f0f1e753337 улиц нет ;Таксофон отзвонился;2018-05-29 05:37:23;1;289;Райчихинск
1237;Амурская обл Бурейский р-н с Гомелевка 1ca63638-958a-417d-98d4-8737511f76c9  ул Центральная 4;Таксофон отзвонился;2018-05-29 07:00:55;1;181;Бурейский Район
1300;Амурская Область Шимановский М Р с Саскаль 639cc462-eeda-41cb-827e-9aea3ea7a842 ул Советская 30;Таксофон отзвонился;2018-05-28 08:11:04;2;289;Шимановский Район
1301;Амурская Область Шимановский М Р с Симоново 8b4eb712-5a16-4fb3-b566-6673dcfbd094 ул Советская 3 ;Разряд батарейки;2018-05-29 07:11:03;2;289;Шимановский Район
1302;676332 Амурская Область Шимановский М Р С П Новогеоргиевский Сельсовет с Новогеоргиевка 65f18061-383f-41e7-a682-47d968142a4e  ул Советская 2;в ремонте;2017-11-14 13:32:57;2;289;Шимановский Район
1303;Амурская Область Шимановский М Р с Актай 0e37e6f0-c7ae-4825-ae3b-bc87ce1f228e ул Трудовая 30;Таксофон отзвонился;2018-05-29 03:11:50;2;289;Шимановский Район
1304;676331 Амурская Область Шимановский М Р С П Новогеоргиевский Сельсовет с Свободный Труд 3dea6b52-5e33-4d45-a5b3-d6fc3b2313d0  ул Центральная 6;в ремонте;2017-11-14 13:33:52;2;289;Шимановский Район
1305;Амурская Область Шимановский М Р с Ураловка 4dbcc1ed-aa57-4c20-b1ef-8da0a5762f96 ул Октябрьская 10-3;в ремонте;2017-12-19 16:33:21;2;289;Шимановский Район
1306;Амурская Область Шимановский М Р с Кухтерин Луг  71c56357-f056-4d16-85c1-12aae98d1302 ул Почтовая 12;Разряд батарейки;2018-05-29 05:07:16;2;289;Шимановский Район
1307;Амурская Область Шимановский М Р с Мухино 3FF52B00-76DC-4B8A-8B58-73DCA2B138A3  ул Калинина 25 А  ;Таксофон отзвонился;2018-05-29 05:13:29;2;289;Шимановский Район
1308;Амурская Область Шимановский М Р с Ключевое a28aa8c9-e116-4a76-9188-5547088e67d4 ул Мухина 1;в ремонте;2017-11-14 13:36:28;2;289;Шимановский Район
1309;Амурская Область Шимановский М Р ст Берея 1cfb0339-02d7-4169-b3ea-f03b86c4cfa0 ул Лазо 7 2;Таксофон отзвонился;2018-05-27 07:45:42;2;289;Шимановский Район
1310;Амурская Область Шимановский М Р с Чагоян aacb8f84-29f1-4075-9485-913d2cf188aa ул  Школьная 4-1 ;Разряд батарейки;2018-05-29 07:50:49;2;289;Шимановский Район
1311;676306 Амурская Область Шимановский МР С П Малиновский Сельсовет с Малиновка eed58b0d-25d8-43b2-9838-957833b8cf38  ул Советская 20;Таксофон отзвонился;2018-05-23 14:04:20;2;289;Шимановский Район
1312;676320 Амурская Область Шимановский М Р С П Петрушинский Сельсовет с Петруши 61be796d-589c-4978-978a-b819cf608eba  ул Советская 44;Разряд батарейки;2018-05-28 01:00:45;2;289;Шимановский Район
1313;Амурская Область Шимановский М Р с Ушаково03cfc3da-4bbf-484c-9f25-db5d71bf0907 ул Амурская 31;Таксофон отзвонился;2018-05-29 03:16:21;2;289;Шимановский Район
1314;Амурская Область Шимановский М Р с Нововоскресеновка 5e682697-1c85-4fdf-a0c3-375a32a5e17c ул Советская 14 2;в ремонте;2017-11-14 13:40:05;2;289;Шимановский Район
1315;Амурская Область Шимановский М Р с Аносово 31F8C926-EFA5-4AFD-A521-95DC7D0CB7CD ул Управленческая33;в ремонте;2017-12-19 16:36:17;2;289;Шимановский Район
1316;Амурская Область Шимановский М Р с Селеткан 90f61757-e789-4213-9cb3-e529cc3be877 ул Школьная 3;Таксофон отзвонился;2018-05-27 06:26:10;2;289;Шимановский Район
1317;Амурская Область Шимановский М Р с Случайное 35aff414-85f7-452a-af3f-19927bab1910 ул Дачная 12;Таксофон отзвонился;2018-05-29 06:35:00;1;181;Шимановский Район
1322;Амурская Область Шимановский М Р г Шимановск 809f0591-bb18-40a2-9fac-7d3d0a22c0bf ул Плеханова 30;Таксофон отзвонился;2018-05-29 05:20:49;2;289;Шимановский Район
1323;Амурская Область Шимановский МР С П Петрушинский Сельсовет жд ст Петруши A26A2C43-1990-4BC5-83FB-12D4B64348DB ул Советская здание жд станции;Таксофон отзвонился;2018-05-29 06:36:08;2;289;Шимановский Район
1400;Амурская Область, Свободненский М Р с Голубое 6ff2f522-4338-4c1e-8fc8-f896bcd0ef6f ул Почтамтская 1;Таксофон отзвонился;2018-05-29 05:27:10;2;289;Свободненский Район
1401;676435 Амурская Область Свободненский М Р С П Дмитриевский Сельсовет с Дмитриевка a0426dcb-0582-4fd8-a617-0a40e1c506bf  ул Трудовая 31;Таксофон отзвонился;2018-05-29 05:31:05;2;289;Свободненский Район
1402;Амурская Область, Свободненский М Р с Юхта 2133f896-e624-4222-849b-cfe8cb1ce9bf пер Молодежный  18;Таксофон отзвонился;2018-03-30 21:46:15;2;289;Свободненский Район
1404;Амурская Область, Свободненский М Р с Желтоярово 07756d7b-a989-4bcd-9e2a-20268e8f5afc ул Молодежная 7 1;Трубка не уложена при плановом отзвоне;2018-05-29 05:35:43;2;289;Свободненский Район
1405;Амурская Область, Свободненский М Р с Гащенка 5136c76d-8489-4334-9ef5-6aba3c519f88 ул Центральная 9;в ремонте;2018-01-16 10:02:27;2;289;Свободненский Район
1406;Амурская Область, Свободненский М Р с Заган d0013f57-bc06-4e82-ac44-f4493490d5be ул Центральная 35;Таксофон отзвонился;2018-05-29 05:45:46;2;289;Свободненский Район
1407;Амурская Область, Свободненский М Р с Новоникольск 0a3e48fb-13bb-4b74-bd9d-26b98d379990 ул Старожилов 3;Таксофон отзвонился;2018-02-09 14:35:29;2;289;Свободненский Район
1408;Амурская Область, Свободненский М Р с Загорная селитьба 59ae1804-8656-438b-8372-d93065b3db83 ул Советская 47;Таксофон отзвонился;2018-05-29 05:55:53;2;289;Свободненский Район
1409;Амурская Область, Свободненский М Р с Климоуцы 7ebce4f1-6bfe-4713-be13-512836ffbd1c ул Косова 84;Таксофон отзвонился;2018-05-29 06:00:51;2;289;Свободненский Район
1410;Амурская Область, Свободненский М Р с Костюковка 81575612-1176-4dc0-aac5-96ed9ec5c0c7 ул Макарова 44;Таксофон отзвонился;2018-05-29 06:05:43;2;289;Свободненский Район
1411;Амурская Область, Свободненский М Р с Зиговка 3668a53c-e673-a633-b0f068e97dcd ул Ждановская 29;в ремонте;2017-11-14 12:48:24;2;289;Свободненский Район
1412;Амурская Область, Свободненский М Р с Малый Эргельafa38fbe-96c2-4b45-a622-f8d5be9f42ab ул Яковлева 1;Таксофон отзвонился;2018-05-29 05:10:43;2;289;Свободненский Район
1413;Амурская Область, Свободненский М Р с Глухари 31f8d9e4-29e6-4125-bc2d-580ea6e3eb52 ул Клубная 4 ;в ремонте;2017-11-14 12:49:14;2;289;Свободненский Район
1414;Амурская Область, Свободненский М Р с Курган 87ee906d-473a-426b-9f1b-216348cad8dc ул Верхняя 7;Таксофон отзвонился;2018-05-29 06:20:43;2;289;Свободненский Район
1415;Амурская Область, Свободненский М Р с Малая Сазанка d8dfd86a-0807-432b-a3c3-916f0d8372af ул Советская 8;Таксофон отзвонился;2018-05-29 06:25:42;2;289;Свободненский Район
1416;Амурская Область, Свободненский М Р с Маркучи 7659a47e-3cb1-49e8-85db-f4514141028e ул СЛазо 40;Таксофон отзвонился;2018-05-29 06:30:53;2;289;Свободненский Район
1417;Амурская Область, Свободненский М Р с Москвитино 007814ee-f43a-4d22-87bf-29a0394b1db7 ул Гагарина 4;Таксофон отзвонился;2018-05-29 06:35:52;2;289;Свободненский Район
1418;676423 Амурская Область Свободненский М Р С П Москвитинский Сельсовет с Источное 35c3d177-29d1-4bd4-8121-271b8035bd3d  ул 60 Лет Октября 8;Таксофон отзвонился;2018-05-29 06:40:54;2;289;Свободненский Район
1419;676431 Амурская Область Свободненский М Р С П Нижнебузулинский Сельсовет с Нижние Бузули 7fe8c063-2dcc-4583-81e8-4667061f67c2  ул Ленина 34;Трубка не уложена при плановом отзвоне;2018-05-29 06:47:09;2;289;Свободненский Район
